Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Racing,15.68,82,73,8.3,709,E
Sports,15.61,80,73,8,192,E
Misc,15,61,45,6.3,106,E
Platform,14.44,87,80,8.4,594,E
Misc,13.96,58,41,6.6,129,E
Platform,11.28,89,65,8.5,431,E
Racing,9.71,91,64,8.6,464,E
Shooter,9.7,87,89,6.3,1454,M
Action,9.66,97,58,8.1,3711,M
Action,9.43,95,80,9,1588,M
Shooter,9.04,88,81,3.4,8713,M
Sports,9.01,80,33,7.4,52,E
Sports,8.92,80,63,7.7,146,E
Shooter,8.52,94,100,6.3,2698,M
Action,8.41,95,62,8.7,730,M
Shooter,8.25,83,73,4.8,2256,M
Shooter,7.97,94,86,7.8,4100,M
Shooter,7.04,91,99,7.9,2045,M
Action,7.02,97,50,8.2,3994,M
Action,6.99,97,56,8.5,664,M
Racing,6.85,95,54,8.4,314,E
Shooter,6.82,95,91,8.2,1218,M
Action,6.76,98,86,7.9,2951,M
Shooter,6.73,73,29,2.6,2117,M
Shooter,6.65,87,87,7,3260,M
Fighting,6.62,93,81,8.9,1662,T
Platform,6.06,97,73,8.9,2147,E
Shooter,5.99,88,58,6.4,1094,M
Misc,5.95,74,15,7.8,16,E10+
Shooter,5.93,94,70,8.4,1320,M
Misc,5.8,74,24,7.3,24,E10+
Shooter,5.54,88,39,3.2,5234,M
Role-Playing,5.05,96,89,8.4,3589,M
Racing,5.03,85,73,8.2,632,E
Shooter,4.99,83,21,5.3,922,M
Shooter,4.99,94,67,6.3,2073,M
Shooter,4.98,97,68,8.6,1283,M
Platform,4.89,90,82,8.4,921,E
Shooter,4.81,84,84,7.6,580,M
Action,4.76,98,64,7.5,2833,M
Misc,4.74,77,58,7.9,50,E
Shooter,4.46,84,57,7.4,2142,M
Fighting,4.41,92,38,9.1,568,T
Misc,4.4,72,27,7.8,85,E
Shooter,4.34,83,94,7.1,1163,M
Sports,4.18,91,30,7.9,78,E
Shooter,4.15,93,90,7.7,2739,M
Shooter,4.1,71,10,2.6,1047,M
Misc,4.05,74,10,7.3,28,E10+
Shooter,4.05,91,96,7.8,1504,M
Shooter,4.03,96,24,9.1,3161,M
Racing,4.02,96,16,8.7,138,E
Platform,4.01,92,61,8.6,439,E
Sports,3.98,88,29,8,121,E
Action,3.96,97,66,8.3,2899,M
Sports,3.92,73,51,7.4,95,E10+
Racing,3.88,93,23,9,135,T
Misc,3.81,92,69,8.5,112,T
Misc,3.74,62,41,6.3,190,E
Action,3.74,95,73,9,1658,T
Action,3.7,95,96,9,2316,M
Platform,3.68,91,12,8.9,432,E
Platform,3.66,78,70,7.2,424,E
Role-Playing,3.64,85,46,8.8,597,E
Sports,3.63,84,29,8.2,39,E
Role-Playing,3.59,80,88,6.5,604,M
Action,3.57,80,17,8.9,62,E10+
Platform,3.56,97,87,9.1,1854,E
Shooter,3.54,94,88,8.3,2295,M
Misc,3.49,82,24,8.2,46,T
Misc,3.48,49,21,8,110,E10+
Puzzle,3.43,77,37,7.1,19,E
Sports,3.42,92,18,9.2,69,T
Role-Playing,3.4,93,84,8.5,1655,M
Sports,3.36,95,25,7.7,65,E
Adventure,3.28,81,77,7.7,1074,M
Racing,3.27,85,33,8.6,171,E
Fighting,3.27,96,15,9.1,367,T
Action,3.27,96,105,8.8,5187,T
Shooter,3.22,81,53,5.4,898,M
Misc,3.19,85,69,7.9,165,T
Action,3.18,94,20,9.4,918,M
Platform,3.17,87,77,8.6,368,E
Racing,3.15,88,82,9.1,1599,E
Platform,3.14,84,19,7.8,41,E
Action,3.13,84,61,6.7,1196,M
Shooter,3.11,94,44,8.4,993,M
Action,3.11,87,22,8.1,78,T
Action,3.11,90,82,8.8,1305,M
Simulation,3.07,67,35,7.2,21,E
Shooter,3.05,68,34,7.1,47,T
Sports,3.05,98,19,7.7,299,T
Misc,3.04,86,36,8.4,87,T
Racing,3.01,89,74,8.5,272,E
Role-Playing,3.01,92,20,9.2,1282,T
Misc,3,79,10,7.3,6,E
Racing,2.99,92,90,8,516,E
Action,2.99,94,87,8.7,1472,T
Racing,2.96,84,82,7.5,1112,E
Shooter,2.93,88,29,8.5,135,T
Role-Playing,2.91,92,53,8.7,1056,T
Action,2.9,88,65,7.6,451,M
Shooter,2.85,85,38,7.5,1761,M
Action,2.85,89,81,8.3,693,M
Action,2.83,80,9,5.4,46,E
Role-Playing,2.82,94,90,8.7,1109,M
Shooter,2.81,83,39,5.7,1443,M
Action,2.81,97,14,7.9,764,M
Platform,2.8,95,85,6.8,5311,E
Action,2.79,95,73,8.8,2456,M
Shooter,2.78,84,101,6.4,2438,T
Action,2.77,92,97,8.3,3712,T
Role-Playing,2.76,83,46,8.5,203,E
Action,2.74,92,101,8.7,2633,M
Shooter,2.73,85,45,7.6,409,M
Racing,2.71,82,39,8.6,132,E
Action,2.71,96,42,8.6,2162,T
Action,2.71,76,25,7.9,41,E
Action,2.71,94,75,8.9,997,M
Shooter,2.67,89,76,8.6,681,M
Sports,2.66,97,34,7.5,298,T
Role-Playing,2.66,84,81,8.1,769,M
Shooter,2.66,89,67,7.9,1309,M
Action,2.64,85,41,6.9,1307,M
Misc,2.64,56,37,8.3,31,E10+
Action,2.63,94,82,8.7,3558,M
Racing,2.62,93,24,8.3,108,E
Shooter,2.61,82,74,7.5,563,M
Action,2.6,96,80,8.9,968,E
Sports,2.6,88,41,7.2,131,E
Role-Playing,2.57,76,28,9,222,E
Strategy,2.57,93,82,8.2,3052,T
Racing,2.57,88,20,9,233,E
Role-Playing,2.57,91,46,7.9,785,T
Role-Playing,2.55,92,16,6.4,2527,M
Action,2.54,91,70,8.6,1202,M
Role-Playing,2.53,87,58,6.5,4228,M
Shooter,2.53,82,42,7.9,82,M
Sports,2.53,81,36,5.8,179,E
Misc,2.52,77,61,7.9,471,E10+
Sports,2.52,85,58,6.1,90,E
Role-Playing,2.51,89,95,6.5,2423,M
Role-Playing,2.51,88,39,6.2,1749,M
Simulation,2.5,86,57,8.7,242,E
Sports,2.5,94,23,7.9,46,E
Shooter,2.49,76,95,6.1,5380,T
Sports,2.49,87,51,6.7,364,E10+
Action,2.45,96,42,8.7,1026,M
Platform,2.45,85,59,8.7,109,E10+
Role-Playing,2.44,88,86,4,9629,M
Sports,2.42,78,55,5.9,94,E
Action,2.41,95,98,9.1,8003,M
Action,2.4,77,60,7.5,66,E10+
Shooter,2.4,84,83,8.2,715,M
Action,2.38,78,34,8.5,161,E
Sports,2.38,84,47,5.7,120,E
Action,2.36,62,14,7.7,92,T
Racing,2.35,90,66,8.3,381,E
Sports,2.34,83,37,5.9,180,E
Action,2.32,93,70,8.9,709,M
Misc,2.32,86,18,7.6,71,T
Action,2.31,88,66,8.1,2306,T
Sports,2.31,90,42,7.7,134,E
Platform,2.3,84,70,8.1,733,E
Action,2.29,91,13,8.6,147,T
Sports,2.29,90,38,8.7,121,T
Role-Playing,2.29,82,68,7.5,120,T
Role-Playing,2.28,90,24,8.6,644,T
Shooter,2.28,96,81,9.1,8665,M
Action,2.27,72,59,4.1,1005,M
Fighting,2.26,89,8,8.9,102,T
Action,2.25,80,77,7.2,564,M
Action,2.24,91,70,8.9,1122,T
Shooter,2.22,87,42,9,93,M
Sports,2.21,83,50,7,125,E
Role-Playing,2.2,87,64,9,766,E10+
Action,2.2,92,78,8.7,1080,T
Sports,2.19,89,22,8.6,39,E
Shooter,2.18,84,30,9,268,T
Sports,2.18,85,46,6.4,108,E
Fighting,2.17,67,28,7.9,71,T
Role-Playing,2.15,90,57,8,910,M
Shooter,2.15,79,21,5.6,542,M
Misc,2.15,82,63,7.6,85,T
Sports,2.15,90,37,8.2,84,E
Shooter,2.14,75,11,5.5,1735,T
Sports,2.14,78,11,7.8,17,E
Sports,2.13,76,64,7.9,104,E10+
Sports,2.13,94,27,8.5,128,T
Misc,2.12,56,27,6,44,E
Platform,2.11,93,83,9,1607,E
Action,2.11,83,91,7.5,523,M
Sports,2.11,83,22,5.5,101,E
Shooter,2.1,88,75,8.6,869,M
Misc,2.1,71,70,8.8,29,E10+
Sports,2.1,87,23,4.9,150,E
Sports,2.09,81,27,8.7,39,E
Role-Playing,2.09,87,34,8.7,111,T
Racing,2.08,91,83,8.2,617,E
Platform,2.08,90,35,8.7,312,E
Action,2.08,96,38,8.9,1013,M
Sports,2.08,84,23,6.1,124,E
Platform,2.07,66,22,7.1,156,E
Action,2.07,86,78,8.1,1264,T
Puzzle,2.07,79,13,7.8,4,E
Racing,2.07,82,16,8.4,53,E
Simulation,2.06,89,22,9.1,95,E
Action,2.05,91,8,9,266,M
Action,2.04,76,49,7.9,75,E10+
Platform,2.04,73,78,7,131,E
Sports,2.04,83,36,6.1,68,E
Simulation,2.03,88,70,8.7,626,E
Racing,2.03,82,36,9.1,137,T
Fighting,2.03,94,61,7.3,330,T
Action,2.03,93,81,8,1958,E10+
Simulation,2.03,79,21,8,29,T
Sports,2.03,84,21,8.1,44,E
Sports,2.03,85,41,6.8,58,E
Racing,2.02,64,23,7.7,32,T
Misc,2.01,92,55,8.1,220,T
Racing,2,78,18,7.8,21,T
Shooter,1.99,80,21,8.5,86,M
Role-Playing,1.99,96,98,8.9,3143,M
Role-Playing,1.99,85,87,8.5,268,M
Shooter,1.98,68,30,7.6,100,T
Fighting,1.98,84,60,8.4,494,M
Sports,1.98,80,32,5.6,136,E
Action,1.96,84,76,7.5,667,M
Shooter,1.96,97,70,9.3,747,T
Platform,1.95,85,56,7.9,417,E
Sports,1.95,86,14,6.2,115,E10+
Action,1.94,82,32,8.2,78,T
Role-Playing,1.94,93,74,5.8,3725,M
Action,1.94,81,75,8.1,307,M
Platform,1.93,91,15,8.8,207,E
Shooter,1.93,82,36,8.7,142,T
Sports,1.93,79,31,5.5,56,E
Role-Playing,1.92,85,45,6.6,400,T
Simulation,1.92,87,42,8.9,137,E
Racing,1.92,82,26,8.9,28,E
Adventure,1.91,81,40,7.3,769,M
Shooter,1.91,85,69,7.2,1267,M
Action,1.91,75,42,7.4,32,E10+
Shooter,1.9,72,27,7.9,48,T
Action,1.9,86,35,7.9,701,M
Action,1.89,77,39,8,94,M
Shooter,1.89,89,59,8.2,892,M
Role-Playing,1.88,92,64,7.6,972,T
Action,1.88,89,13,9.2,364,M
Shooter,1.88,78,7,4.3,700,M
Action,1.87,90,59,8.2,791,M
Shooter,1.85,93,113,7.9,7064,T
Action,1.85,90,57,8,416,E
Action,1.85,93,46,8.5,121,T
Action,1.85,84,32,9,41,E10+
Shooter,1.84,86,68,6.4,2658,M
Action,1.84,89,50,8.1,100,E
Platform,1.83,91,86,8.4,657,E
Role-Playing,1.83,91,74,8.7,1692,M
Simulation,1.82,73,50,7.6,119,E
Fighting,1.82,93,77,7.3,292,T
Shooter,1.82,89,65,8.1,307,T
Fighting,1.81,79,31,8.8,96,M
Simulation,1.81,85,17,7.9,70,T
Action,1.8,86,74,8.4,458,E
Shooter,1.78,78,49,3.7,1564,M
Action,1.78,62,30,8.1,137,T
Misc,1.78,85,67,6.3,171,T
Misc,1.78,92,69,8.3,156,T
Role-Playing,1.77,90,53,5.6,953,T
Racing,1.77,72,21,7.8,54,E10+
Action,1.76,85,98,8.3,1172,T
Role-Playing,1.76,86,68,7.9,725,M
Misc,1.75,68,42,7.4,54,E
Action,1.75,80,50,8.9,106,T
Action,1.75,72,16,8,16,E10+
Sports,1.75,67,45,6.8,18,E10+
Action,1.75,95,30,9.1,314,E
Sports,1.75,86,39,6.7,41,E
Role-Playing,1.74,83,83,7.3,2483,T
Shooter,1.74,86,70,8.1,715,M
Action,1.74,73,74,6.7,389,T
Sports,1.74,42,10,5.5,16,E
Shooter,1.74,72,38,9,34,T
Sports,1.73,90,26,8,99,E
Misc,1.73,73,33,2.9,67,E10+
Misc,1.73,72,9,6,5,E
Simulation,1.72,75,18,7.8,22,T
Action,1.7,86,50,8,150,M
Action,1.7,87,19,9,107,E
Action,1.7,91,50,8.7,529,M
Platform,1.7,73,28,8.3,179,E
Role-Playing,1.69,93,45,8,604,M
Sports,1.69,90,31,8.8,70,E
Fighting,1.68,85,25,8.5,117,T
Platform,1.68,87,47,8.2,241,T
Racing,1.68,81,66,8.5,142,T
Role-Playing,1.68,94,72,9.2,317,T
Racing,1.68,89,31,8.5,92,E
Misc,1.67,82,23,6.6,20,T
Misc,1.67,91,65,8.7,173,T
Puzzle,1.67,79,72,7.6,110,E10+
Simulation,1.67,79,20,8.2,25,T
Misc,1.66,74,45,7.4,27,E
Sports,1.66,80,54,6,148,E
Racing,1.65,74,34,8.4,31,E10+
Shooter,1.65,96,88,8.9,2249,M
Puzzle,1.63,79,51,7.7,18,E
Fighting,1.63,66,28,8.2,92,T
Fighting,1.63,86,66,8.3,382,M
Role-Playing,1.62,94,22,8.9,779,T
Sports,1.62,90,38,6.7,127,E
Shooter,1.61,77,82,3.4,1129,M
Sports,1.61,91,39,7.6,26,E
Simulation,1.6,70,39,8,9,E
Sports,1.6,76,19,4.1,91,E
Simulation,1.58,67,15,7.3,13,E
Role-Playing,1.58,85,73,5.9,2748,T
Racing,1.58,86,14,8.5,28,E
Sports,1.58,90,14,6.8,4,E
Sports,1.57,86,19,7.7,41,E
Action,1.56,78,49,7.8,112,M
Misc,1.56,68,12,8.2,99,E
Shooter,1.56,74,71,6.7,288,M
Racing,1.56,82,50,8.2,100,T
Shooter,1.56,82,66,7.8,176,M
Sports,1.56,85,38,4.4,132,E
Fighting,1.55,79,23,8.3,126,T
Platform,1.55,76,40,8.8,76,E
Shooter,1.54,81,88,8.5,1184,E10+
Misc,1.54,73,21,8.6,30,E
Strategy,1.54,82,92,7.2,454,T
Sports,1.54,81,37,6.1,208,E
Sports,1.54,92,42,9.1,93,E
Action,1.53,87,89,7.6,2679,M
Racing,1.53,84,9,7.4,220,T
Action,1.53,80,24,7.4,114,E10+
Fighting,1.53,72,61,7.5,87,T
Sports,1.53,87,25,8.5,36,E
Role-Playing,1.52,82,57,7.8,492,M
Adventure,1.52,89,83,7.8,893,M
Role-Playing,1.52,53,15,6.9,28,E
Shooter,1.51,76,49,7.7,69,T
Action,1.5,85,31,8.7,105,T
Fighting,1.5,83,81,7.7,836,M
Shooter,1.49,82,71,6.5,233,T
Sports,1.49,62,5,5.2,54,E
Action,1.48,91,79,8.6,565,M
Shooter,1.48,77,39,8.2,69,T
Action,1.48,78,8,7,20,E10+
Action,1.48,71,75,6.9,627,M
Role-Playing,1.48,87,55,9.4,306,E
Fighting,1.48,83,68,7.9,51,T
Fighting,1.48,76,44,7.1,107,T
Sports,1.48,69,31,7.8,58,E
Action,1.47,60,34,7.2,82,T
Sports,1.47,80,65,8,127,T
Misc,1.47,25,8,4.3,26,E
Sports,1.47,83,50,7,291,E
Misc,1.47,75,26,8.8,41,E
Misc,1.47,70,34,7.7,17,E10+
Action,1.46,91,68,9.3,955,M
Shooter,1.46,78,17,3.1,290,M
Shooter,1.45,77,20,8.5,66,T
Shooter,1.45,84,85,7.9,942,M
Platform,1.45,81,42,7.4,67,E
Shooter,1.45,88,93,8.2,573,M
Misc,1.45,86,56,8.2,63,T
Shooter,1.44,92,17,8.6,80,T
Shooter,1.44,82,73,8.1,487,M
Sports,1.44,84,26,4.9,142,E
Shooter,1.42,63,18,8.3,22,M
Action,1.41,80,39,7.5,613,M
Simulation,1.41,61,37,5.3,23,E
Simulation,1.41,83,33,7.7,46,T
Shooter,1.41,95,66,8.5,997,E10+
Action,1.41,89,46,7.6,105,E
Sports,1.41,87,18,8.6,23,E
Action,1.4,80,80,6.3,2996,M
Action,1.4,87,75,7.8,228,E10+
Action,1.4,91,81,8.9,1057,E
Shooter,1.4,91,94,8.1,1505,M
Fighting,1.4,80,27,8.6,57,T
Misc,1.4,83,45,7.8,52,T
Action,1.4,80,15,7.9,16,E
Shooter,1.4,90,78,8,215,T
Shooter,1.38,91,39,8.6,1247,M
Racing,1.38,85,55,7.7,83,E
Sports,1.38,66,46,6.5,39,E
Racing,1.38,77,35,8.7,27,E
Action,1.37,64,11,7.5,41,E
Racing,1.37,85,35,8.2,28,E
Sports,1.37,82,9,6.3,101,E
Action,1.36,94,37,8.5,466,M
Action,1.36,85,19,7.8,78,M
Shooter,1.35,80,64,7,2219,M
Shooter,1.35,85,18,6.9,1580,M
Misc,1.35,63,43,4.6,116,E
Role-Playing,1.35,83,67,8,463,T
Action,1.35,81,11,5.6,31,E10+
Simulation,1.35,73,16,7.1,27,E10+
Sports,1.35,94,15,8.8,81,E
Misc,1.34,80,35,8.6,43,E10+
Action,1.33,88,36,8.1,840,M
Shooter,1.33,88,59,8.5,572,M
Platform,1.33,84,55,8.6,246,T
Fighting,1.33,86,67,8.8,264,T
Action,1.32,80,4,4.5,8,E
Sports,1.32,88,29,8.8,35,E
Sports,1.31,80,19,6.4,138,E
Shooter,1.3,80,14,5.8,579,M
Adventure,1.29,87,107,7.7,2759,M
Platform,1.29,74,16,8,13,E
Shooter,1.29,80,33,6.9,614,M
Racing,1.28,80,67,7.1,120,E
Shooter,1.28,75,56,7.5,286,M
Action,1.28,80,90,7.9,2944,T
Action,1.28,79,13,8,34,E10+
Shooter,1.28,87,37,8.2,440,M
Role-Playing,1.28,82,54,6.3,539,T
Role-Playing,1.28,69,21,7.6,50,E
Misc,1.28,29,7,4.6,7,E
Adventure,1.27,89,78,7.7,1010,M
Simulation,1.27,76,42,7.1,71,T
Platform,1.26,66,30,7.3,136,E10+
Role-Playing,1.26,76,37,7.9,84,E
Sports,1.26,83,24,7.5,36,E
Sports,1.26,87,25,8.6,47,E
Action,1.26,73,19,7.8,26,E
Action,1.26,60,6,6.7,7,E
Action,1.25,84,70,7.6,490,M
Sports,1.25,83,59,8.8,55,T
Platform,1.25,77,59,7.9,288,E
Shooter,1.25,81,5,6.6,480,M
Sports,1.25,88,47,6.7,162,E
Racing,1.25,85,41,8.5,47,T
Sports,1.25,82,35,4.9,83,E
Sports,1.25,83,22,8.3,28,E
Action,1.24,80,37,7.6,127,E10+
Shooter,1.24,80,55,9.1,57,T
Action,1.23,72,49,6.8,88,M
Racing,1.23,93,52,9.1,271,T
Action,1.23,80,89,7.5,914,M
Simulation,1.23,74,17,7.9,30,T
Shooter,1.23,84,29,6.1,27,M
Platform,1.22,81,24,8.9,54,E
Shooter,1.22,93,33,8.5,1647,M
Shooter,1.22,82,59,8.8,64,M
Shooter,1.22,83,40,8.9,106,T
Sports,1.22,67,4,7,24,E
Misc,1.22,76,54,7.9,116,E
Racing,1.22,74,26,8.4,60,E10+
Simulation,1.22,76,31,6.6,71,T
Puzzle,1.21,85,72,8.6,147,E
Platform,1.21,82,43,8.5,101,E
Platform,1.21,69,44,6.6,174,E
Role-Playing,1.21,73,37,8,89,E
Racing,1.21,79,76,5.9,1095,E
Misc,1.21,48,11,3.3,4,E
Action,1.21,76,11,7.9,14,E
Action,1.21,56,24,6.7,18,T
Fighting,1.2,79,63,7.4,211,T
Shooter,1.2,83,58,7.9,427,M
Platform,1.2,78,26,8.9,53,E
Misc,1.2,56,4,5,5,E
Action,1.19,70,40,4.9,2050,M
Platform,1.19,87,22,8.1,48,E
Fighting,1.19,87,35,8.6,44,T
Sports,1.19,91,25,7.7,7,E
Racing,1.19,91,15,8.4,98,M
Strategy,1.19,74,22,8.5,135,E
Platform,1.18,88,85,8.7,691,E
Action,1.18,92,44,9.1,200,E
Sports,1.18,89,23,8.8,40,E
Action,1.17,81,74,7.5,211,M
Shooter,1.17,83,19,7.6,78,M
Misc,1.17,89,25,8.9,43,T
Role-Playing,1.16,94,32,8.1,9073,M
Action,1.16,85,82,7.6,520,M
Sports,1.16,91,19,8.6,27,E
Fighting,1.15,73,24,9.2,173,T
Action,1.15,89,24,7.7,102,T
Shooter,1.15,87,79,6.1,1889,M
Action,1.15,89,82,9,478,E10+
Role-Playing,1.15,62,34,8.1,97,E
Action,1.15,74,46,7.5,685,T
Misc,1.15,20,13,1.9,41,E
Action,1.15,96,16,9.2,568,T
Sports,1.15,80,36,8.9,45,E
Shooter,1.13,85,83,7.7,1653,M
Action,1.13,70,15,8,67,T
Racing,1.13,80,15,7.9,46,T
Misc,1.13,70,26,7.4,74,E
Racing,1.13,84,28,7.8,13,T
Misc,1.13,91,24,7.9,88,T
Misc,1.13,67,19,5.9,8,E
Sports,1.12,82,42,4.3,896,E
Role-Playing,1.12,75,69,5.6,382,E
Shooter,1.12,67,71,5,1407,M
Platform,1.12,71,32,8.5,24,E
Sports,1.11,50,23,5.4,16,E
Puzzle,1.11,44,7,6.2,11,E
Action,1.11,71,18,7.9,75,T
Puzzle,1.11,87,34,8.5,51,E
Shooter,1.1,88,31,8.4,809,M
Misc,1.1,84,43,7.5,80,T
Sports,1.1,90,28,8.6,51,E
Action,1.09,90,48,6.1,403,E
Action,1.09,93,86,8.2,3943,M
Shooter,1.09,88,69,8.3,225,M
Fighting,1.09,77,32,8.9,137,T
Shooter,1.09,96,54,8.9,797,M
Racing,1.09,83,25,8.7,35,E
Sports,1.09,87,10,8.3,36,E
Shooter,1.09,72,76,7.6,233,M
Sports,1.09,81,49,8,56,E
Shooter,1.09,79,76,7.1,187,T
Racing,1.09,63,39,7.5,27,E
Action,1.08,84,21,8.4,189,M
Action,1.08,71,41,6.6,405,M
Platform,1.08,71,9,9,85,E
Fighting,1.08,85,43,9,25,T
Sports,1.08,83,30,5.9,39,E
Action,1.07,83,29,7.8,1530,M
Simulation,1.07,81,26,8.4,42,T
Action,1.07,76,46,7.7,668,T
Action,1.07,72,7,7.2,6,E10+
Fighting,1.07,84,58,8.1,47,T
Fighting,1.07,84,32,8.1,41,T
Action,1.07,79,29,7.5,11,E
Sports,1.07,63,12,6,39,E
Action,1.06,88,37,6.6,348,E
Misc,1.06,73,45,6.8,155,E
Fighting,1.06,92,41,8.8,120,T
Role-Playing,1.06,75,53,7.8,162,E10+
Platform,1.06,75,5,9,54,E
Action,1.06,88,56,7.9,815,M
Action,1.06,78,69,6.8,908,M
Puzzle,1.06,81,53,8.2,46,E10+
Sports,1.06,93,20,7.4,25,E
Misc,1.05,68,33,6.9,39,E
Racing,1.05,89,59,7.2,301,E10+
Sports,1.05,79,47,8,124,E10+
Misc,1.05,74,53,5.7,72,E
Shooter,1.05,91,25,8.2,858,M
Action,1.05,88,67,8.8,545,M
Action,1.05,83,90,8.4,932,T
Simulation,1.05,82,27,8.2,11,E
Action,1.05,55,61,3.5,145,T
Platform,1.05,72,49,7.8,125,E
Shooter,1.05,69,22,8.5,111,T
Platform,1.04,64,29,7.8,94,E
Simulation,1.04,77,26,9,20,E
Racing,1.04,72,42,7.1,78,E10+
Misc,1.04,49,15,6.6,13,E
Action,1.03,92,100,8.6,6383,M
Racing,1.03,88,73,7,206,E10+
Simulation,1.03,80,22,8.6,31,T
Simulation,1.03,90,45,8.6,80,T
Sports,1.03,88,30,8.2,20,E
Fighting,1.03,86,21,7.3,279,M
Misc,1.03,73,16,7.2,19,T
Platform,1.03,86,41,8.6,184,E
Shooter,1.03,82,44,8.6,63,M
Role-Playing,1.03,87,21,9.1,639,M
Role-Playing,1.02,92,79,9.2,10179,M
Action,1.02,80,18,6.7,87,E10+
Simulation,1.02,74,50,3.1,69,E
Strategy,1.02,59,14,6.9,11,E
Sports,1.02,97,22,6,47,E
Sports,1.02,92,27,8.3,48,E
Action,1.02,76,20,5.5,65,E
Action,1.01,84,85,8.1,1886,M
Action,1.01,71,47,6.6,233,T
Racing,1.01,87,55,7.7,455,E10+
Action,1.01,76,7,7.7,10,E10+
Action,1.01,81,42,6.5,325,M
Racing,1.01,61,28,7.9,69,E
Shooter,1.01,79,62,8.4,194,M
Racing,1.01,71,30,8.4,12,E
Simulation,1.01,87,32,8,47,T
Sports,1.01,77,18,5.8,74,E
Simulation,1,70,74,3.9,2057,T
Role-Playing,1,79,48,8.5,69,T
Shooter,1,83,75,8,340,M
Shooter,1,81,18,6.9,23,T
Sports,1,84,32,7.2,44,E
Racing,1,83,54,8.5,134,T
Misc,1,70,59,6.7,48,T
Racing,1,78,37,8.4,16,E
Simulation,0.99,86,75,7.6,886,T
Sports,0.99,85,30,8.9,16,E
Action,0.99,86,23,8.2,56,M
Action,0.99,84,60,9,212,M
Fighting,0.99,93,45,9.1,135,T
Adventure,0.99,68,12,5.5,4,E
Role-Playing,0.99,86,67,8.6,140,T
Action,0.99,75,46,8.6,113,M
Shooter,0.99,84,55,8.6,14,M
Action,0.98,96,82,9.4,767,M
Strategy,0.98,90,70,7.9,2280,E10+
Sports,0.98,76,39,8.7,55,E
Sports,0.98,69,40,8,37,E
Shooter,0.98,55,10,8.6,45,T
Shooter,0.98,89,24,8.3,61,M
Shooter,0.98,77,43,8.7,70,M
Misc,0.97,69,33,8.2,57,E
Role-Playing,0.97,89,81,8.9,1441,M
Sports,0.97,67,32,8.5,12,E
Action,0.97,74,38,6.5,79,E10+
Fighting,0.97,81,63,7.9,362,T
Misc,0.97,89,76,8.6,127,T
Racing,0.97,85,19,8.9,53,E10+
Sports,0.97,83,27,8.7,6,E
Action,0.96,62,36,7.6,22,T
Action,0.96,90,69,7.9,2954,T
Action,0.96,74,58,7.9,1287,M
Adventure,0.96,82,39,7.7,145,T
Role-Playing,0.96,87,41,7.9,597,M
Fighting,0.96,72,29,8.4,71,T
Puzzle,0.96,63,12,7.5,11,E
Action,0.96,77,39,7.8,28,M
Sports,0.96,30,4,2,23,E
Action,0.96,47,9,5,38,E
Action,0.96,86,18,8.5,3552,M
Action,0.95,87,14,8.8,45,M
Fighting,0.95,80,33,8.9,41,T
Platform,0.95,78,18,7.9,27,E
Misc,0.95,64,25,7.9,53,E
Action,0.95,79,58,8,62,E10+
Puzzle,0.95,87,28,7.9,46,E
Action,0.95,61,59,5.7,180,T
Fighting,0.95,87,76,8.1,86,T
Racing,0.95,73,19,7.4,23,T
Simulation,0.95,76,27,9,21,E10+
Shooter,0.95,75,22,6.9,36,T
Role-Playing,0.94,68,24,8.2,27,E
Role-Playing,0.94,81,17,8.9,89,M
Racing,0.94,80,18,9.2,46,E
Role-Playing,0.94,74,12,8.4,248,T
Simulation,0.94,69,8,6.8,6,E10+
Shooter,0.94,90,83,8.6,679,M
Shooter,0.94,63,64,6.9,223,M
Sports,0.94,82,25,6.6,49,E
Fighting,0.93,88,62,8.6,229,T
Role-Playing,0.93,83,12,8.2,190,T
Platform,0.93,83,23,8.3,46,E
Role-Playing,0.93,91,29,9.3,198,E
Sports,0.93,93,41,9.1,125,E
Sports,0.93,78,28,8.7,22,E10+
Shooter,0.93,79,75,7.2,334,M
Sports,0.93,76,38,8.6,41,E
Platform,0.93,49,10,6.2,5,E
Misc,0.93,70,28,6.9,16,E
Sports,0.93,72,24,7,22,E
Misc,0.93,92,10,7.7,45,T
Shooter,0.93,67,12,4.5,6,E10+
Sports,0.92,84,41,4.2,435,E
Fighting,0.92,71,11,7.2,31,T
Simulation,0.92,49,5,5.2,24,E
Fighting,0.92,81,43,8.5,90,M
Platform,0.92,70,24,7.5,28,E
Platform,0.92,78,58,8.5,301,E
Fighting,0.92,85,62,7.9,157,T
Shooter,0.92,79,81,5.4,779,M
Misc,0.92,89,25,6.9,49,T
Fighting,0.92,88,46,7.6,95,T
Fighting,0.92,71,41,6.8,48,T
Racing,0.92,52,46,5,20,E
Action,0.92,91,89,8.8,152,M
Platform,0.92,71,4,7.7,7,E
Misc,0.92,69,50,6.3,31,T
Sports,0.91,70,16,7.4,8,E
Shooter,0.91,86,39,8.5,31,M
Shooter,0.91,66,13,4.4,7,E10+
Sports,0.91,82,14,8.4,5,E
Puzzle,0.9,84,65,8.8,72,E10+
Misc,0.9,81,12,7.8,10,E
Action,0.9,71,16,7.6,49,E
Platform,0.9,88,17,8.9,42,E
Role-Playing,0.9,92,72,9.1,1130,T
