Genre,NA_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Action,0.17,55,24,6.9,19,T
Sports,0.17,82,37,7.7,55,E
Role-Playing,0.17,63,44,7.3,47,T
Action,0.17,61,37,7.9,29,T
Shooter,0.17,76,47,6.5,1223,M
Role-Playing,0.17,68,58,8.4,263,M
Sports,0.17,69,50,6.9,88,T
Misc,0.17,82,53,8.7,39,E
Puzzle,0.17,75,39,6.6,21,E
Racing,0.17,76,18,6.2,12,T
Role-Playing,0.17,69,27,8.2,21,E
Action,0.17,83,34,8.4,60,T
Puzzle,0.17,83,33,8.7,36,E
Role-Playing,0.17,81,70,7.4,103,T
Action,0.17,69,28,6.2,49,E
Racing,0.17,50,8,3.7,18,E10+
Shooter,0.17,74,51,8,20,T
Role-Playing,0.17,66,27,7.8,25,T
Adventure,0.17,76,10,8.8,29,E
Role-Playing,0.17,72,59,6.8,315,T
Action,0.17,77,46,7.9,1238,M
Action,0.17,82,37,8.1,89,M
Role-Playing,0.17,71,52,6.3,86,T
Adventure,0.17,83,60,9,127,T
Misc,0.17,77,6,7.1,25,E10+
Sports,0.17,68,21,7,106,E10+
Sports,0.17,59,27,7.7,42,E
Shooter,0.17,62,61,7.5,26,M
Shooter,0.17,69,82,7.4,662,E10+
Role-Playing,0.17,80,39,8.4,57,T
Misc,0.17,73,10,6.8,20,E10+
Action,0.17,83,9,7.7,131,M
Racing,0.17,45,23,5.3,10,T
Action,0.17,63,21,8.3,14,T
Racing,0.17,56,13,5.3,8,T
Action,0.17,65,28,6.6,48,M
Shooter,0.17,70,15,6.9,9,M
Sports,0.17,85,31,8.7,14,T
Misc,0.17,83,29,9.1,17,E
Shooter,0.17,81,28,8.9,17,T
Adventure,0.17,35,21,4.1,28,E
Adventure,0.17,65,34,8.6,20,E10+
Simulation,0.17,65,15,8.1,7,T
Adventure,0.17,60,44,6.3,18,M
Platform,0.17,74,10,8.6,12,E
Action,0.17,47,6,6.6,5,T
Adventure,0.17,65,26,8.2,5,E
Strategy,0.17,76,48,7.4,41,T
Action,0.17,64,38,6.8,11,E10+
Action,0.17,26,7,3.8,8,T
Action,0.17,81,51,3.3,29,E10+
Platform,0.17,78,15,8.9,39,E
Platform,0.17,66,8,7.2,6,E
Fighting,0.17,77,26,8.2,76,T
Action,0.17,74,8,5.3,4,T
Fighting,0.17,80,48,7.7,93,T
Action,0.17,47,21,6.3,160,E
Puzzle,0.17,75,55,8.1,18,T
Action,0.17,86,5,7.7,207,M
Action,0.17,71,34,7.1,133,E
Action,0.17,72,48,7.5,60,M
Sports,0.17,53,10,6.6,10,E
Action,0.17,76,15,5.5,17,E10+
Platform,0.17,70,30,5,6,E
Sports,0.17,64,7,5.4,5,E
Misc,0.17,73,5,6.2,40,E
Action,0.17,68,33,7.1,23,M
Action,0.17,42,59,4.7,22,T
Sports,0.17,85,20,8.8,6,E
Action,0.17,84,47,8,22,T
Action,0.17,58,21,7.8,5,T
Action,0.17,66,33,7.7,22,M
Shooter,0.17,82,23,8.2,23,T
Shooter,0.17,61,26,6.5,13,M
Role-Playing,0.17,82,39,7.8,25,E10+
Shooter,0.17,60,40,7.3,9,M
Role-Playing,0.17,84,31,9.2,95,T
Sports,0.17,88,18,9,5,E
Puzzle,0.17,47,10,5.6,8,E
Action,0.17,86,39,8.3,19,T
Sports,0.17,66,17,5.6,9,E
Action,0.17,70,20,8.5,13,T
Sports,0.17,92,24,8.3,15,E
Action,0.17,70,11,7.8,6,E10+
Action,0.17,43,5,4,5,T
Shooter,0.17,64,27,5.3,20,M
Sports,0.17,53,9,6.8,53,E
Racing,0.17,70,6,7.5,15,E
Role-Playing,0.17,64,23,5.9,40,T
Action,0.17,53,6,5.8,4,E
Shooter,0.17,60,34,7.1,52,M
Action,0.17,53,27,7.4,13,T
Shooter,0.17,58,37,7.5,39,M
Action,0.17,70,13,7.4,16,E10+
Role-Playing,0.17,66,25,6.5,33,T
Shooter,0.17,82,38,7.1,8,E
Sports,0.17,76,15,7.8,42,E
Action,0.17,73,13,7,6,E10+
Platform,0.17,61,40,7.3,21,T
Sports,0.17,74,19,5.3,4,E
Sports,0.17,55,42,4.2,15,E
Action,0.17,62,11,6.3,4,E10+
Action,0.17,51,19,7.5,17,T
Action,0.17,71,33,8.2,5,E
Shooter,0.17,39,5,3.3,16,T
Misc,0.17,34,4,7,4,E
Racing,0.17,57,4,8.1,10,E
Sports,0.16,91,26,9.1,38,E
Racing,0.16,83,32,8,32,E
Racing,0.16,79,58,8.8,39,T
Simulation,0.16,83,10,8.2,22,T
Role-Playing,0.16,86,14,8.5,223,T
Racing,0.16,69,11,6.5,31,E
Action,0.16,86,42,6.8,1594,M
Simulation,0.16,76,5,8,15,E
Action,0.16,78,61,7.5,91,E10+
Simulation,0.16,58,16,8.1,49,T
Role-Playing,0.16,78,30,8.4,38,T
Sports,0.16,79,45,7.2,79,E
Role-Playing,0.16,69,57,7,87,E10+
Action,0.16,91,27,8.6,1847,T
Action,0.16,65,69,6.4,110,M
Role-Playing,0.16,65,34,6,21,E10+
Simulation,0.16,82,64,7.9,61,E
Action,0.16,68,67,8,88,M
Shooter,0.16,87,30,7.6,2202,M
Action,0.16,68,38,4.4,40,M
Action,0.16,61,38,6.8,106,T
Fighting,0.16,75,51,6.4,36,T
Fighting,0.16,62,13,8.4,8,M
Misc,0.16,64,11,6.1,9,E
Action,0.16,84,22,8.1,1263,M
Fighting,0.16,77,47,6.9,38,T
Sports,0.16,74,28,3.8,26,E
Role-Playing,0.16,79,34,8.5,39,E10+
Action,0.16,79,9,8.3,12,E10+
Role-Playing,0.16,67,41,8.3,63,T
Action,0.16,61,10,5.8,4,E10+
Racing,0.16,69,16,6.8,6,E
Action,0.16,62,9,6.7,46,E10+
Sports,0.16,77,19,8.4,15,E
Fighting,0.16,59,15,6.7,6,T
Sports,0.16,79,7,7.5,12,E
Role-Playing,0.16,84,42,8.9,74,T
Fighting,0.16,66,21,8.8,6,T
Shooter,0.16,69,21,7.8,16,M
Misc,0.16,80,32,8.5,71,E10+
Racing,0.16,77,21,8.3,21,T
Shooter,0.16,74,37,8.4,42,M
Simulation,0.16,79,18,8.4,9,E
Platform,0.16,59,12,8.5,6,E
Misc,0.16,82,25,7.8,10,E
Fighting,0.16,68,19,8,8,T
Sports,0.16,78,15,8.3,12,E
Role-Playing,0.16,79,21,8.8,45,T
Platform,0.16,62,35,7.2,26,E10+
Action,0.16,76,11,8.9,41,M
Misc,0.16,57,34,5.8,17,T
Action,0.16,67,9,5.2,5,E10+
Shooter,0.16,82,67,8.2,73,M
Platform,0.16,76,37,8.3,32,E
Misc,0.16,66,18,6.6,16,E
Strategy,0.16,59,3,5.6,25,E
Puzzle,0.16,71,41,7.1,7,E
Action,0.16,60,26,4.3,77,E
Action,0.16,68,7,6.8,38,T
Shooter,0.16,90,41,8.5,64,T
Shooter,0.16,54,55,6.2,195,M
Platform,0.16,87,27,8.2,39,T
Action,0.16,86,23,6.9,23,E10+
Shooter,0.16,74,38,8.3,15,M
Action,0.16,50,5,6.8,11,T
Action,0.16,58,39,4.4,136,M
Role-Playing,0.16,79,32,8.7,82,T
Action,0.16,58,22,8,46,T
Racing,0.16,68,9,7.1,25,E10+
Role-Playing,0.16,70,25,7,24,T
Misc,0.16,53,31,5.2,10,T
Action,0.16,59,24,7.3,28,T
Action,0.16,65,70,6.2,57,M
Role-Playing,0.16,72,27,6.8,243,T
Sports,0.16,59,24,5.6,86,E
Sports,0.16,77,20,7.8,6,E
Platform,0.16,77,21,9,22,E
Role-Playing,0.16,67,7,8.5,12,T
Action,0.16,77,44,8.8,23,M
Misc,0.16,19,4,4.3,7,E
Shooter,0.16,58,37,7,14,M
Action,0.16,60,12,7.1,9,E10+
Shooter,0.16,76,20,7.5,6,M
Sports,0.16,83,32,7.5,26,E10+
Action,0.16,70,55,7,6,M
Shooter,0.16,75,43,8.1,21,M
Action,0.16,83,52,7.8,36,T
Sports,0.16,65,5,8.4,16,T
Strategy,0.16,78,28,6.9,20,E10+
Action,0.16,47,5,4.2,5,E
Action,0.16,65,56,7.1,21,T
Sports,0.16,79,13,8.7,7,E
Sports,0.16,91,11,8.1,9,E
Action,0.16,54,11,5.5,8,E
Action,0.16,33,6,7.5,18,E
Fighting,0.16,48,11,6.6,11,T
Action,0.16,67,38,7.6,73,T
Role-Playing,0.16,52,27,7,48,M
Sports,0.16,36,14,3.1,88,E
Role-Playing,0.16,65,7,6.7,9,E10+
Action,0.16,69,49,7.3,67,M
Role-Playing,0.16,71,22,8.4,16,E10+
Role-Playing,0.16,69,54,6.9,60,T
Action,0.16,56,10,6.4,22,T
Platform,0.16,57,11,4.5,6,E10+
Role-Playing,0.16,72,36,7.6,19,E10+
Action,0.16,54,13,4.7,13,E10+
Action,0.16,72,37,8.7,33,E10+
Action,0.16,56,24,7.5,13,T
Action,0.16,58,7,4.4,9,E10+
Action,0.16,52,35,5.7,24,T
Misc,0.16,82,11,7.3,18,T
Sports,0.16,81,9,7.1,8,E
Sports,0.16,81,21,6.9,16,E
Sports,0.16,31,4,4.4,9,E
Sports,0.16,61,19,4,6,E
Action,0.16,52,57,6.1,20,T
Sports,0.16,79,9,7.4,7,E
Action,0.16,77,41,7.4,16,E
Action,0.16,71,25,5.8,13,E
Sports,0.15,83,9,7.9,14,E
Racing,0.15,69,29,7.2,30,E
Role-Playing,0.15,82,8,8.4,162,T
Role-Playing,0.15,73,39,8.3,265,T
Action,0.15,81,45,8.9,62,M
Shooter,0.15,80,17,6.7,1064,M
Sports,0.15,73,33,4.3,87,E
Action,0.15,88,24,8.2,1102,M
Action,0.15,68,18,5.7,29,E
Role-Playing,0.15,56,35,8.1,38,T
Sports,0.15,76,55,8.1,77,E
Misc,0.15,70,22,7.6,7,T
Role-Playing,0.15,87,49,8.8,102,T
Role-Playing,0.15,77,71,8.2,298,M
Simulation,0.15,75,45,8.4,55,T
Sports,0.15,78,73,8.2,76,E
Action,0.15,77,18,4.7,3288,M
Fighting,0.15,73,26,7.5,100,T
Action,0.15,64,9,8.7,6,E10+
Sports,0.15,74,29,4.4,93,E
Action,0.15,61,5,7,11,T
Simulation,0.15,82,33,8.9,65,M
Sports,0.15,84,54,8.2,70,E
Shooter,0.15,78,18,4.5,1136,M
Adventure,0.15,85,23,8.6,672,M
Action,0.15,78,46,7.8,167,M
Sports,0.15,73,4,5.8,4,E
Fighting,0.15,71,20,8.6,34,T
Shooter,0.15,63,60,6.2,45,T
Action,0.15,66,35,7.1,17,E10+
Action,0.15,41,11,4.6,12,T
Action,0.15,75,60,7.2,46,T
Action,0.15,70,33,4.8,136,M
Adventure,0.15,52,15,7.2,10,E
Action,0.15,63,13,6.6,9,E10+
Fighting,0.15,82,39,8.2,68,T
Sports,0.15,59,29,7.9,52,E
Racing,0.15,73,34,8.5,11,E
Sports,0.15,52,14,6.5,8,E
Action,0.15,49,21,6.1,14,M
Action,0.15,59,17,7.8,4,E
Role-Playing,0.15,54,15,5.8,8,T
Action,0.15,65,34,8.2,58,T
Adventure,0.15,61,18,8.5,30,E10+
Adventure,0.15,62,53,8.2,40,M
Platform,0.15,90,16,8.2,42,E
Fighting,0.15,73,19,8.6,7,M
Action,0.15,60,42,7.4,22,T
Fighting,0.15,55,24,6.1,7,T
Strategy,0.15,74,24,8,13,M
Racing,0.15,62,51,6.4,69,E
Adventure,0.15,70,51,8.1,42,T
Action,0.15,76,13,5.4,348,M
Action,0.15,61,30,6.5,35,M
Shooter,0.15,76,29,8.4,47,T
Action,0.15,69,20,7.3,22,T
Adventure,0.15,51,8,6,7,M
Sports,0.15,67,11,8.1,7,E
Action,0.15,41,35,5.9,54,T
Shooter,0.15,76,63,6.8,43,M
Role-Playing,0.15,69,21,6.6,222,T
Action,0.15,69,16,7.6,32,E
Shooter,0.15,69,49,7.3,59,T
Adventure,0.15,81,19,8.5,15,E
Role-Playing,0.15,52,35,5.2,126,M
Sports,0.15,53,46,6.7,42,M
Action,0.15,65,5,6.5,4,E10+
Action,0.15,71,54,6.5,131,T
Role-Playing,0.15,53,29,6.3,15,E10+
Sports,0.15,43,25,2.7,175,E
Puzzle,0.15,88,49,7.5,164,E
Racing,0.15,57,21,5,14,E
Fighting,0.15,71,12,7.4,7,T
Role-Playing,0.15,87,37,8.2,69,T
Strategy,0.15,75,33,6.6,22,T
Misc,0.15,53,14,7.4,5,E
Shooter,0.15,61,8,6.5,4,E
Sports,0.15,80,12,7.9,12,E
Platform,0.15,58,27,6.4,9,T
Action,0.15,55,4,6.9,8,E
Action,0.15,70,35,7.8,24,M
Action,0.15,40,5,7.8,5,E
Sports,0.15,76,21,7.2,5,E
Racing,0.15,87,16,5.3,18,E10+
Sports,0.15,79,9,7.8,5,E
Sports,0.15,90,17,7.6,5,E
Sports,0.15,72,13,6.3,9,E
Platform,0.15,70,20,8.6,11,E
Sports,0.15,82,18,9,9,E
Action,0.15,72,31,6,6,T
Racing,0.15,40,5,7.4,7,E
Action,0.15,71,34,8.8,12,T
Sports,0.15,76,18,8.2,6,T
Platform,0.15,66,4,8.3,10,E
Misc,0.15,42,8,6.8,9,E
Adventure,0.15,78,21,6.6,14,M
Role-Playing,0.15,83,25,8.3,26,T
Action,0.15,83,31,8.6,20,M
Action,0.15,55,8,8.1,8,E10+
Racing,0.15,59,12,4.3,9,T
Misc,0.15,63,30,5.9,7,E10+
Adventure,0.15,50,9,8.9,10,E
Action,0.15,49,16,4.6,7,T
Fighting,0.15,54,57,6.3,19,T
Action,0.15,70,9,8.4,10,T
Action,0.15,71,26,7.4,7,T
Platform,0.15,67,13,7.3,11,E10+
Action,0.15,55,34,6.8,20,T
Misc,0.15,74,19,7,47,T
Racing,0.15,64,21,8.3,9,E
Action,0.15,65,20,7.5,4,E10+
Racing,0.15,38,12,6,59,E
Sports,0.15,69,33,6.7,7,E10+
Sports,0.15,75,52,6.8,25,E
Shooter,0.15,72,48,7.9,37,M
Racing,0.15,65,4,5.1,14,E
Sports,0.15,77,9,6,5,E
Sports,0.15,49,5,5.8,32,E
Shooter,0.15,45,9,7.4,10,E10+
Adventure,0.15,37,4,3.5,8,E10+
Sports,0.15,77,19,7.2,12,E
Strategy,0.15,58,12,3.1,15,M
Sports,0.15,69,23,6.5,14,M
Action,0.14,80,20,7.4,771,M
Action,0.14,74,30,7.2,204,M
Adventure,0.14,87,82,8.9,391,E
Action,0.14,66,5,5.9,242,M
Platform,0.14,91,23,8.7,310,E10+
Strategy,0.14,75,39,8.6,22,T
Adventure,0.14,58,53,5.7,162,M
Puzzle,0.14,72,18,6.3,9,E
Action,0.14,60,29,6.9,16,T
Racing,0.14,41,12,4.2,15,E10+
Role-Playing,0.14,70,23,8.7,19,T
Role-Playing,0.14,79,10,8.9,24,E
Action,0.14,65,14,6.8,44,E
Sports,0.14,69,9,7,8,E
Action,0.14,41,28,5.2,36,T
Action,0.14,65,38,7.4,32,M
Platform,0.14,83,67,8.7,89,E
Shooter,0.14,79,32,5.2,1618,M
Role-Playing,0.14,70,23,8.5,14,T
Role-Playing,0.14,78,15,8.4,198,T
Action,0.14,73,37,8.7,62,E10+
Action,0.14,62,22,7,26,T
Role-Playing,0.14,75,37,7.1,26,T
Role-Playing,0.14,65,46,8.3,28,T
Action,0.14,68,65,6.8,55,M
Puzzle,0.14,86,25,8.2,15,E
Action,0.14,55,30,5.4,599,M
Puzzle,0.14,73,52,7,40,E
Action,0.14,43,21,5.7,27,T
Shooter,0.14,79,28,7.6,127,M
Sports,0.14,63,48,6.9,18,E
Simulation,0.14,58,13,2.1,35,E
Fighting,0.14,83,16,8.3,64,T
Role-Playing,0.14,81,25,6.6,1097,M
Action,0.14,53,32,5.5,26,T
Sports,0.14,77,30,9.5,4,T
Action,0.14,76,11,7,18,E10+
Platform,0.14,57,62,5.5,53,E10+
Action,0.14,70,52,7.3,57,E10+
Role-Playing,0.14,71,19,8.6,31,T
Shooter,0.14,66,11,7.7,20,T
Strategy,0.14,87,50,8.8,86,T
Action,0.14,60,11,5.7,68,M
Shooter,0.14,61,56,7.1,25,M
Platform,0.14,68,23,8.5,63,E
Racing,0.14,58,5,7.3,8,E
Simulation,0.14,76,31,8.4,15,T
Misc,0.14,30,4,5.1,17,E
Platform,0.14,76,21,8.6,38,E
Shooter,0.14,84,46,8.9,27,M
Racing,0.14,48,9,8.3,13,E
Racing,0.14,66,35,6.2,5,T
Action,0.14,40,17,4.8,16,E10+
Action,0.14,90,34,8.5,35,T
Action,0.14,56,14,7.6,21,E
Action,0.14,58,24,6.6,14,M
Shooter,0.14,70,24,7.8,12,T
Platform,0.14,64,30,7.8,10,T
Fighting,0.14,46,23,4.7,10,M
Role-Playing,0.14,71,26,7.5,22,T
Sports,0.14,76,22,8.9,15,E
Sports,0.14,57,11,5.8,4,E
Sports,0.14,82,19,8.4,11,E
Sports,0.14,65,21,7.7,19,T
Adventure,0.14,57,9,7,4,E
Misc,0.14,59,33,4.7,9,T
Action,0.14,41,15,6.5,8,T
Sports,0.14,41,8,7.4,7,E
Shooter,0.14,47,62,5.7,109,M
Action,0.14,30,6,6.3,4,E
Fighting,0.14,53,6,7.4,16,T
Sports,0.14,56,45,6.4,29,T
Role-Playing,0.14,89,14,6.6,77,E
Action,0.14,39,28,5,51,M
Action,0.14,57,40,6.5,72,M
Shooter,0.14,48,8,7.3,7,T
Action,0.14,83,27,8.6,10,M
Action,0.14,50,33,4.8,37,T
Shooter,0.14,72,42,6.5,15,M
Role-Playing,0.14,52,32,7.2,82,T
Role-Playing,0.14,55,12,7.9,44,E10+
Role-Playing,0.14,79,27,8.5,65,T
Sports,0.14,72,44,7.8,15,E10+
Platform,0.14,69,33,7.3,33,T
Fighting,0.14,62,11,7.3,44,T
Strategy,0.14,69,69,7.7,125,T
Adventure,0.14,25,4,3.8,48,E
Platform,0.14,77,27,7.1,26,E
Shooter,0.14,64,40,6.5,661,M
Racing,0.14,69,33,8.5,13,T
Simulation,0.14,51,10,5.3,9,E
Simulation,0.14,82,8,9.2,40,E
Platform,0.14,72,8,7.2,5,E
Simulation,0.14,75,21,8.8,20,M
Role-Playing,0.14,58,40,7.2,36,T
Platform,0.14,67,6,9.2,17,E
Role-Playing,0.14,81,16,8.8,16,E
Action,0.14,74,37,7.9,19,M
Action,0.14,74,30,7.9,21,M
Sports,0.14,79,17,9,4,E
Role-Playing,0.14,72,75,8.4,49,M
Adventure,0.14,74,46,8.1,24,T
Role-Playing,0.14,79,20,7.8,8,E
Action,0.14,67,23,8.8,10,E
Action,0.14,76,22,9,9,M
Sports,0.14,69,14,7.5,4,E
Shooter,0.14,69,46,7.8,10,T
Action,0.14,73,43,8.6,17,T
Platform,0.14,68,13,8.5,11,E
Shooter,0.14,51,27,2.8,6,M
Role-Playing,0.14,61,36,7.8,4,T
Shooter,0.14,61,21,7.1,7,E
Shooter,0.14,71,37,6.9,46,M
Fighting,0.14,75,27,8.5,20,T
Shooter,0.14,35,20,5.9,9,M
Action,0.14,60,20,9.1,16,T
Shooter,0.14,77,27,8.6,8,M
Action,0.14,76,43,8.3,26,M
Sports,0.14,81,13,8,9,E
Platform,0.14,61,11,7.4,8,E
Action,0.14,62,51,7.6,60,M
Adventure,0.14,39,16,3.2,6,E
Racing,0.14,67,43,7.6,25,T
Shooter,0.14,56,46,7.1,55,M
Fighting,0.14,58,15,7.8,6,T
Sports,0.14,72,13,7.8,12,E
Action,0.14,56,16,5.6,8,T
Action,0.14,51,47,6.2,12,M
Misc,0.14,49,47,5.2,31,E10+
Racing,0.14,75,59,7.8,26,T
Adventure,0.14,25,27,2.5,41,M
Action,0.14,51,18,5.2,17,M
Platform,0.14,67,29,6.3,15,E
Sports,0.14,52,11,7.1,21,E
Shooter,0.14,70,16,6.3,27,M
Action,0.14,50,18,5.7,16,E
Fighting,0.14,64,20,7.8,17,T
Strategy,0.14,77,53,7.8,31,T
Action,0.14,63,5,8,5,E10+
Fighting,0.14,44,31,7.2,37,E10+
Action,0.14,60,4,5,4,E10+
Sports,0.14,73,23,7.3,21,E10+
Action,0.14,78,17,7.7,10,E10+
Puzzle,0.14,73,30,7,7,E
Adventure,0.14,77,38,8.5,48,M
Shooter,0.14,74,49,8.3,30,M
Racing,0.14,54,8,5.8,5,E
Puzzle,0.14,75,33,6.7,6,E10+
Sports,0.14,63,17,5.1,7,E
Role-Playing,0.14,72,38,7.5,19,T
Fighting,0.14,60,15,6.2,10,T
Action,0.14,57,7,6.3,6,E10+
Racing,0.14,63,35,6.7,7,E
Puzzle,0.14,39,12,2.5,4,E
Sports,0.13,68,6,5.4,9,E
Action,0.13,72,16,9.3,54,T
Sports,0.13,87,54,7.1,680,E
Platform,0.13,61,9,6.7,14,E10+
Action,0.13,72,47,6.6,88,E10+
Action,0.13,77,8,6.8,82,M
Role-Playing,0.13,77,41,7.5,80,E10+
Action,0.13,75,30,7.7,284,M
Shooter,0.13,43,41,3.9,70,T
Action,0.13,46,10,5.2,6,E10+
Action,0.13,74,22,8.2,19,M
Role-Playing,0.13,71,56,6.1,113,M
Role-Playing,0.13,88,20,9.1,26,E
Fighting,0.13,66,13,7.6,28,E10+
Strategy,0.13,71,15,8.3,22,T
Action,0.13,70,12,7.2,20,T
Fighting,0.13,79,62,8.2,113,T
Shooter,0.13,81,23,8.2,1647,M
Shooter,0.13,70,46,7.4,162,M
Sports,0.13,58,58,5.3,133,E
Action,0.13,83,41,7.6,45,E
Racing,0.13,79,51,7.2,244,E10+
Sports,0.13,67,31,7.4,7,E10+
Action,0.13,38,27,2.8,23,T
Fighting,0.13,61,22,6.6,19,T
Misc,0.13,70,30,6.3,7,E10+
Misc,0.13,83,52,8.2,66,T
Action,0.13,59,41,6.4,28,M
Racing,0.13,79,63,8.2,191,E10+
Shooter,0.13,48,50,5,53,T
Platform,0.13,91,6,7.9,218,E10+
Action,0.13,69,35,7.2,40,M
Shooter,0.13,60,39,6.2,11,T
Misc,0.13,51,48,5.8,4,E10+
Action,0.13,44,30,5.6,23,M
Shooter,0.13,87,28,8.3,974,M
Role-Playing,0.13,88,62,7.5,535,T
Action,0.13,74,17,7.5,1170,T
Racing,0.13,82,40,8.6,31,E10+
Role-Playing,0.13,69,49,7,57,T
Role-Playing,0.13,67,60,8.3,126,M
Racing,0.13,74,28,8.2,21,T
Action,0.13,59,39,7.4,50,M
Action,0.13,59,53,6.7,30,T
Misc,0.13,50,12,5.2,6,T
Action,0.13,61,41,6.5,17,E10+
Role-Playing,0.13,80,26,8.7,69,M
Sports,0.13,61,57,7.2,13,E
Racing,0.13,81,22,8.5,20,T
Action,0.13,65,24,8.6,12,T
Misc,0.13,60,21,5.4,18,E10+
Role-Playing,0.13,67,21,8.4,20,T
Shooter,0.13,70,26,8.5,21,M
Action,0.13,69,20,6.8,36,E10+
Action,0.13,75,52,8.3,62,M
Action,0.13,61,17,8,28,E10+
Racing,0.13,71,8,6.4,8,T
Shooter,0.13,56,16,7,4,M
Simulation,0.13,75,13,8.9,21,T
Fighting,0.13,52,14,8.3,21,T
Strategy,0.13,66,20,8.3,6,E
Action,0.13,53,16,7.3,11,M
Role-Playing,0.13,84,28,8.8,79,T
Sports,0.13,56,11,7.5,10,E10+
Racing,0.13,50,7,6.6,8,E
Racing,0.13,59,14,9,17,E
Sports,0.13,44,14,6.7,9,T
Role-Playing,0.13,67,21,8.4,43,T
Fighting,0.13,64,45,6.9,12,T
Adventure,0.13,78,31,9,39,M
Racing,0.13,77,30,8.1,9,E
Sports,0.13,58,19,7.8,8,E
Racing,0.13,73,18,6,5,E
Puzzle,0.13,73,34,8.4,17,E
Role-Playing,0.13,64,29,5.6,11,E10+
Platform,0.13,75,15,8.2,148,E10+
Sports,0.13,51,8,8.6,15,E
Action,0.13,62,17,8.2,37,M
Fighting,0.13,61,4,7.8,4,T
Action,0.13,59,18,5.7,12,T
Action,0.13,57,14,5.6,46,E
Misc,0.13,66,25,5.2,5,E
Shooter,0.13,79,37,6.9,734,M
Role-Playing,0.13,86,9,9,41,T
Action,0.13,58,43,7.2,29,T
Adventure,0.13,54,35,6.1,28,T
Action,0.13,68,22,7.6,7,E10+
Action,0.13,49,33,4.8,28,E10+
Action,0.13,61,59,6,116,M
Simulation,0.13,68,37,7.2,37,T
Role-Playing,0.13,69,53,7.4,50,T
Action,0.13,88,36,8.2,102,T
Action,0.13,60,6,7.5,12,T
Misc,0.13,64,8,6,8,E
Action,0.13,67,23,7.3,7,E10+
Sports,0.13,81,21,6.8,6,E
Action,0.13,69,6,7,4,E10+
Sports,0.13,65,5,8.3,6,T
Platform,0.13,49,24,5.5,36,E10+
Action,0.13,63,32,7.6,8,T
Sports,0.13,75,5,7.5,4,E
Racing,0.13,68,39,9.1,15,T
Sports,0.13,85,21,6.5,31,E
Sports,0.13,71,31,8.2,11,E
Platform,0.13,61,17,7.3,8,E
Action,0.13,59,25,8.8,24,M
Shooter,0.13,82,35,8.7,15,T
Fighting,0.13,87,32,7.9,7,T
Strategy,0.13,51,28,5.3,20,M
Shooter,0.13,84,55,7.9,18,M
Shooter,0.13,69,22,6.3,7,M
Platform,0.13,64,6,5,4,E
Action,0.13,72,26,8.6,5,M
Action,0.13,82,61,7.3,12,M
Action,0.13,57,27,9.2,5,M
Fighting,0.13,53,37,3.8,20,T
Action,0.13,47,23,6.1,10,T
Sports,0.13,80,27,7.5,14,E
Platform,0.13,36,6,5.6,23,T
Shooter,0.13,73,28,7.3,10,T
Action,0.13,67,21,6.3,11,M
Platform,0.13,65,28,7.6,13,E
Fighting,0.13,50,15,5,7,M
Action,0.13,54,9,8.9,10,T
Sports,0.13,76,7,6.6,23,E10+
Misc,0.13,72,11,8.2,5,T
Sports,0.13,61,28,5.1,19,T
Shooter,0.13,74,11,8.4,5,T
Fighting,0.13,77,17,6.6,8,T
Racing,0.13,59,5,7,5,E
Strategy,0.13,73,24,2.8,34,E10+
Role-Playing,0.13,74,32,8.1,21,T
Action,0.13,63,17,7.6,13,T
Sports,0.13,72,49,7.1,36,T
Sports,0.13,66,23,7.1,8,E10+
Puzzle,0.13,77,9,7.7,9,E
Sports,0.13,66,14,8.1,23,E10+
Role-Playing,0.13,68,18,6,4,E
Fighting,0.13,74,27,7.9,25,T
Sports,0.13,64,21,7.4,7,E
Racing,0.13,58,9,7.8,6,E
Misc,0.13,56,13,6.1,8,E
Action,0.13,59,29,8,6,E10+
Shooter,0.13,79,36,7.9,26,E
Sports,0.13,64,12,7.1,12,E
Sports,0.13,65,22,6.8,4,E10+
Action,0.13,19,4,3.1,7,E10+
Misc,0.13,64,9,5.4,13,E
Misc,0.13,36,10,0.5,4,T
Sports,0.13,53,4,5,8,T
Sports,0.13,82,18,5.2,6,E
Sports,0.12,93,24,9.1,65,E
Sports,0.12,76,36,6.4,66,E
Racing,0.12,82,36,7.1,55,E
Simulation,0.12,73,15,8.8,32,T
Racing,0.12,81,23,7.5,54,E
Puzzle,0.12,76,46,7.9,14,E
Action,0.12,73,22,7.3,25,T
Sports,0.12,78,34,7.6,29,E
Misc,0.12,71,43,7.4,34,T
Strategy,0.12,76,71,4.2,3742,T
Platform,0.12,82,31,8.4,32,E
Action,0.12,68,26,8.5,75,T
Platform,0.12,88,54,8.4,298,E10+
Role-Playing,0.12,83,54,8.1,67,T
Sports,0.12,82,13,8.4,17,E
Fighting,0.12,80,52,6.2,45,T
Role-Playing,0.12,77,38,8.3,53,T
Sports,0.12,84,5,6.1,31,E
Role-Playing,0.12,75,37,7.3,21,E10+
Racing,0.12,77,42,7.2,30,E
Role-Playing,0.12,74,19,6.7,109,T
Platform,0.12,51,24,5,7,E
Action,0.12,77,33,8.3,39,T
Action,0.12,61,30,7.7,35,T
Action,0.12,56,4,5.8,6,E
Racing,0.12,86,14,6.7,556,E10+
Misc,0.12,66,19,6.4,9,E
